Ph,N,P,K,Zinc,Sulfur,Soil_Type,Rainfall,Wind_Speed,Humidity_Winter,Humidity_Spring,Humidity_Summer,Humidity_Autumn,State,District,Altitude,Season,Market_Demand,Water_Availability,Crop
4.787099278123948,0.1632263594333536,3.972348713284787,288.17557651069444,1.6559906182427873,16.20841714182375,red,0.7508625672938912,5.651283753409623,8.021917351377988,8.493555734609037,12.6114492683862,11.002035946457422,Tamil Nadu,Chennai,76,Rabi,9.4,207.25723923292,Teff
5.095879037322496,0.2136264482097302,2.363784882826779,72.6540095998406,0.5465803172492252,19.083544946829463,other,0.4154857195498139,6.675417259187187,8.37841319088365,9.575841376372978,13.495436802630929,12.670717647078565,Uttar Pradesh,Lucknow,294,Kharif,5.2,391.5676812150795,Teff
7.080726208133429,0.097075087082384,1.0748564866156654,218.00726300445044,1.6979053547608212,7.585235689438081,very dark brown,1.7523204623345598,6.642454816086477,7.945954488386957,8.419018591881969,11.434003425626251,10.109724193841258,Rajasthan,Udaipur,100,Zaid,6.2,71.54624728632223,Teff
5.426653390938883,0.1577673833149097,2.2935701284087524,313.7501684482924,1.24039832797791,8.041057692044625,brown,1.7445789004967365,5.555019674529264,8.511553315302635,9.362804821032162,12.143984970580249,10.902199779462478,West Bengal,Howrah,500,Zaid,9.0,210.86178826061465,Teff
5.915591309871595,0.2197000545863747,17.419001941134965,442.08795059908925,2.1162878406743477,7.009331236907018,red,2.3227112886590784,5.676399942167294,8.903765782655528,9.4783675780644,12.2321628011485,11.142025995365572,Maharashtra,Nagpur,1034,Rabi,6.6,90.97726837707512,Teff
5.560329001224465,0.1047533872128388,0.4436675024644332,115.27687571406494,1.0530957408194133,6.832598673641085,brown,1.7431849849674286,5.090210416705826,8.511287116643093,9.36688844666335,12.205495011322286,10.962963858165296,Rajasthan,Udaipur,1047,Zaid,9.8,273.6796235042202,Teff
6.102994845715099,0.2103452638264996,7.463520609979241,426.0659929041788,1.5375998643911315,8.128861122465048,brown,2.043249875427464,46.57561586176837,7.156794169790529,7.635012612547529,10.444474373239023,9.034498189156174,Madhya Pradesh,Bhopal,77,Zaid,6.2,220.60684209779825,Wheat
5.156348561272363,0.2596174579774749,3.480720523321119,299.77950389711907,3.0558862228379526,14.882054927780308,reddish brown,2.314553348307529,5.780127265980258,8.895260152196665,9.498584189604996,12.28400711620144,11.103739581909602,Gujarat,Ahmedabad,781,Rabi,7.7,103.99225563803968,Maize
5.332083710766705,0.2677423618715623,2.503284441432915,367.1442175734602,1.6492701965792436,13.065107890208065,brown,0.4029987522183636,5.83427636491149,8.410441494852027,9.58227809564522,13.511053142639389,12.603389791386125,Karnataka,Hubli,538,Rabi,5.8,371.4239224429266,Teff
6.762462781425123,0.1034683858598511,3.305641697921378,156.93000231086978,0.5439352475459062,3.1860318412336968,brown,1.7596097370979713,4.989929438932236,8.488649063734474,9.343610542178792,12.188741826614798,10.888703229958148,Madhya Pradesh,Indore,809,Rabi,7.5,125.561018338105,Teff
6.321871369579631,0.2484156904107173,7.156093066937057,358.12992969981445,1.458822405816676,9.977240913079797,black,1.7865138805859375,6.10964992660393,7.921383479850626,8.394958270465166,11.375933561569305,10.10279595865932,Bihar,Muzaffarpur,471,Kharif,9.0,69.21925132443047,Teff
6.039455444296358,0.2289736999784002,9.332542034479811,241.1251914242852,0.7852899853670057,10.037449182966546,darkbrown,1.1903290262436137,6.741110410466872,7.644114959267399,7.787558788327406,11.025627043209164,9.69258881033299,Madhya Pradesh,Bhopal,117,Rabi,5.9,189.6564823325981,Bean
7.878684639353654,0.1086521341288791,3.6981283207925673,563.7417109572042,1.150723490768062,7.017445146033568,black,1.7928077234437148,5.785666018327567,7.9487604911108,8.396160099348151,11.396488923915353,10.179256793768156,Gujarat,Rajkot,847,Rabi,6.0,284.8198623972565,Teff
5.001811945473016,0.1701370384001343,7.467085105237867,214.55597773871588,2.070282894349297,12.11398558927121,brown,0.4019158183534704,5.977807314465271,8.359972355030372,9.564981783495089,13.485719033737064,12.675299804232122,Punjab,Ludhiana,396,Zaid,7.5,68.09077143788068,Teff
5.631903950731717,0.1115266966346471,0.8309565483752446,190.22625367680328,1.8445335285178064,14.814188917957864,red,0.9016483420150492,6.011258640442819,8.334538761231371,9.25681165013604,12.792916527412142,11.482286805069778,Punjab,Ludhiana,695,Zaid,6.9,149.85793738156605,Niger seed
5.296191064240773,0.5231449035081281,8.530082117523682,141.2583856947475,1.40693488608189,10.970350510085622,black,1.707768890476635,5.709096802788906,8.506897268868057,9.307046817973458,12.189929147960582,10.90478978239035,Gujarat,Ahmedabad,197,Kharif,5.1,436.8440017135279,Barley
6.1043937165852284,0.1778590873532894,0.9516812061517056,286.13828552672487,1.4094700518439944,2.295390928844344,black,1.7596731661001686,5.527027887957188,8.51083241580787,9.352014397910873,12.192269561151136,10.964995662947016,Madhya Pradesh,Indore,560,Zaid,5.4,344.8536716396198,Teff
4.942254218137385,0.2284380314123736,2.8558985692636285,195.19623743855192,1.4788818529421657,21.415726437782173,reddish brown,2.2786967533175018,5.461354243230743,8.893897797964776,9.482935077352714,12.249555832309646,11.106988305702908,Punjab,Patiala,183,Zaid,8.6,216.94582932213908,Teff
5.168375587630925,0.2177059492474761,2.836737684220044,193.4677738350594,0.6110485992481792,16.936209662706226,red,0.3999854863639678,6.320422461676029,8.370341837811605,9.522717210407986,13.47596326909852,12.619505003459642,Tamil Nadu,Chennai,484,Rabi,8.3,233.68039523094703,Maize
4.892564994300969,0.222916999830694,2.636225248016637,94.73153037315048,1.3494122778403888,12.99811337176894,brown,2.327716882960521,5.707536016411321,8.919883977799024,9.473885708063603,12.278119117065486,11.087197465873212,West Bengal,Kolkata,320,Rabi,9.9,405.530781750618,Wheat
5.4324434039890575,0.1614921549584305,2.464139767413985,74.91576459089521,1.136165067301672,11.01620580292996,red,2.298622760249012,5.613346799996748,8.930108138816664,9.47858990839872,12.2360279441371,11.068681908732763,Uttar Pradesh,Lucknow,466,Rabi,5.1,98.75148764010262,Wheat
4.798536265040502,0.1802279534616847,1.1087436193172198,161.15060929885348,0.7554491883275277,20.114395126980384,red,2.2630881134977243,5.435854863606643,8.90141992491679,9.48339096428867,12.20830346618947,11.126549444770207,Punjab,Amritsar,908,Kharif,6.1,392.4925068999698,Barley
5.7819428206852,0.2207765547720082,4.518040699369422,394.11744886693344,1.494686815992615,11.895147797168075,black,1.7304578574532492,6.686188298217056,7.929500368639435,8.375106441809306,11.421162423486596,10.150799186601034,Gujarat,Surat,161,Rabi,9.8,225.22478137812053,Teff
5.780496401851129,0.2507641382774733,28.408423945969428,571.2129322367754,2.1376744126287397,11.086387951244236,brown,1.7270975619768028,5.43998581355756,8.52056627866342,9.36963280177685,12.184819516090336,10.918500746245703,West Bengal,Durgapur,939,Rabi,8.4,306.3075150560395,Wheat
5.715124560466178,0.2773559816878411,3.805148639869266,191.0215461011412,2.251299508464929,15.156878720974008,red,2.7717381125711986,5.502429200100745,9.697385834269683,10.714941201498464,13.739583334787694,12.633133798214802,Uttar Pradesh,Varanasi,927,Kharif,9.4,285.944723792668,Maize
5.868972281299528,0.2284811062715513,42.65707211595415,674.8267561806922,2.936621797796356,12.192417215453728,brown,1.748273547882003,5.823436468882474,8.502634386057656,9.332998967233644,12.157787245326404,10.915883578991362,Karnataka,Mysore,1130,Zaid,7.7,236.8513145340199,Maize
5.418261921596058,0.1082203202755211,-0.1586597129244011,174.60243133898706,0.8137671701176579,13.74094158402202,red,2.270753016412959,5.445854345109943,8.903793100736138,9.482310834441511,12.241864850678292,11.096303517562085,Karnataka,Mysore,275,Zaid,7.0,372.92605498406033,Bean
5.773025284906763,0.0965193771768198,-0.6315058145933412,166.35094576384827,1.3528436737254246,6.790493065083877,brown,0.7200244864483508,5.774167990543864,8.02209385610456,8.52849349928649,12.565455626031095,11.017261758970765,Punjab,Ludhiana,1193,Rabi,8.7,225.37357400895652,Wheat
5.5895892222778,0.3731932359246859,2.6734175125384225,220.76756115526825,2.856012677601864,8.2208501422818,brown,2.3055244879723054,5.370842972001165,8.936443230101096,9.51089740955837,12.272333869508936,11.060043735086415,Uttar Pradesh,Agra,309,Kharif,9.4,145.3914956459509,Potato
5.104262900241031,0.2342176091968497,1.9549192688744332,285.04504749864543,1.6689252369067094,9.884293922315996,black,0.8497777727478878,5.619830106890019,8.342023837856154,9.253627045518677,12.82236539927232,11.466692152307012,West Bengal,Kolkata,950,Rabi,6.7,479.56953884460006,Maize
5.31161779543545,0.2304772629065329,12.005352408497943,325.8179184657237,1.7146768167307789,15.725983209225932,brown,1.703945409018769,4.982366810594285,8.501269747377847,9.306004891981472,12.16485259783829,10.904636398573292,Tamil Nadu,Chennai,75,Zaid,9.7,150.0627423312436,Maize
5.659422487776746,0.1726137441068143,13.387880141064532,201.6038252644926,2.223478228527949,17.830949818092133,black,2.312211259250874,5.767942134051299,8.885418664261605,9.474361519978466,12.202819399365175,11.071871782079617,Karnataka,Mysore,271,Rabi,5.9,314.865422595213,Barley
5.769824189346535,0.1956535048282346,4.767356060874546,356.7120067338481,1.4401050589299025,19.117214136429148,red,0.8904068961561172,5.651359685217125,7.613100714854082,8.114683525107809,11.456800830260908,10.133944705855738,Karnataka,Mysore,648,Kharif,6.2,197.5542935046053,Bean
6.4156401069330204,0.1598910483168601,8.256768815984282,946.963907778769,3.008753342860964,9.73072458412757,brown,0.8512263971655456,6.178513017314487,8.348106360751325,9.245030626208594,12.84062732954169,11.38829682759206,Bihar,Gaya,191,Zaid,5.9,124.0429220579308,Maize
5.80130384367352,0.1346635506398325,4.369155574094185,333.680822997426,1.7803467596043696,12.153968567201208,brown,0.935760629849514,5.625848420477091,7.558174393071255,8.152090978053582,11.43047179089845,10.175675650467824,Gujarat,Rajkot,286,Zaid,7.9,242.74348143401875,Teff
7.506575474942062,0.0912592931374415,1.0771521999740816,423.8032972206177,1.0482121744407449,6.036645692686228,black,1.79484669902214,6.012610181500973,7.913952354193442,8.393751342752912,11.418427347848365,10.127487970280702,Uttar Pradesh,Lucknow,158,Kharif,6.6,198.3901003855781,Teff
5.889716909996036,0.2299252578939493,5.765935419895654,274.5921893276686,1.8153146606686423,17.63626575588268,black,1.2003412333133432,6.907855039082851,7.65575512608117,7.743509723039414,11.007535740447898,9.704454814269534,Madhya Pradesh,Bhopal,626,Rabi,6.8,372.80116461481714,Bean
5.495278628550803,0.27195333629528,6.448926969258108,354.5853718797235,2.5327892587413685,8.265832945785602,red,2.078877542092499,46.15385494698434,7.18717757593644,7.684884654476241,10.442060464313723,9.0574225175387,Punjab,Amritsar,701,Kharif,5.8,176.60615683577984,Wheat
6.07208802817397,0.1205085975267443,1.1208445827532962,226.42703245105216,1.65927731942141,8.675381377746817,red,1.7841008040256316,5.909488546832395,7.9537541944401235,8.387822843364939,11.452206478796706,10.107715870181966,Gujarat,Ahmedabad,130,Rabi,5.9,131.93611176081112,Wheat
5.61795497009514,0.2284479821211107,-0.1319073878802141,190.0157203702672,1.0787492485756487,12.090872801882764,brown,1.736690815043566,5.8910634675776015,8.477608632167732,9.345376893391398,12.154030202534113,10.968065558989124,Rajasthan,Jodhpur,988,Zaid,7.9,216.61879998090825,Teff
6.366187270365126,0.1499533577535188,3.6935449686152735,351.04875320026593,1.742056432624559,6.198750124732962,black,1.9529388628192,4.472187034471986,9.259419018296368,9.901766962085157,13.58071606198113,12.191667852014282,West Bengal,Howrah,179,Rabi,7.3,165.4260779652431,Bean
6.375865068525048,0.2214991655283539,7.3256208833043965,360.5058420170538,1.571267284407787,8.973145249327661,black,1.785873295776636,6.676665134163512,7.911963882004679,8.380495458833254,11.452870863219845,10.143631661777087,Bihar,Patna,785,Rabi,7.3,449.6725431072978,Bean
5.71520358038737,0.2317249996505416,9.434655608211662,428.5032677484591,1.819288650990016,11.867483795596725,red,1.3321877301445506,5.976124490032903,8.587489231784977,9.641394382196411,12.706270633445444,11.799960116975733,Punjab,Amritsar,273,Kharif,9.1,416.74562922695145,Potato
7.209355451981842,0.2109324842163979,125.61532012316442,761.1016203197378,2.526854570546696,8.149189491526055,brown,1.7604854476714915,5.781607127560652,7.955793569694948,8.434771192942938,11.434831018585031,10.111724222051835,Uttar Pradesh,Varanasi,728,Kharif,8.2,253.849343540304,Teff
6.543788075858688,0.1200178809941426,15.15093727779493,524.2732113389291,1.6664806743223812,43.919043033821424,black,1.7296211667707226,5.885099410865685,7.909779254456536,8.429696075519297,11.41299658284021,10.13370756275645,Tamil Nadu,Chennai,798,Zaid,10.0,486.952574073061,Teff
6.602436098235629,0.1548061513136027,1.829046156144165,241.63696150896715,1.5713344640949845,6.855348718500088,red,1.7479567305589356,4.9734327729305,8.509591425339352,9.340866029555912,12.206978265294309,10.920026458652895,Rajasthan,Jaipur,842,Rabi,9.4,218.32108889929543,Teff
6.171767526509424,0.2487912976237533,23.450501375845885,622.8948893068557,3.913561169710836,9.840163822704485,red,2.2905694074631806,4.985629125894499,8.892326465922237,9.48582192346132,12.270916048259286,11.138028406326024,Punjab,Amritsar,217,Kharif,7.6,112.85651491890746,Maize
5.767116463136314,0.2505697215208664,9.465017593005587,212.3350302064725,0.7517229696224251,5.834617732761608,brown,1.7636794824569355,5.422022290983724,8.500497995670164,9.315497531798904,12.167885919287215,10.97382707745458,Karnataka,Hubli,719,Zaid,9.1,368.64960033517,Wheat
7.111165580448622,0.0903774562714814,1.3901568742993904,170.967078890229,1.2022245504538875,8.530325596353062,dark reddish brown,1.7599510518648018,6.360299659650519,7.948126448829926,8.403637395814904,11.382891212745678,10.158099190576683,Tamil Nadu,Coimbatore,477,Zaid,9.1,179.04029796832006,Pea
6.732088621509769,0.1123661767190228,12.889507589351364,321.1120107419566,1.3316112603467716,5.2705687784325335,black,1.9955256765232008,4.387510911202568,9.2585007826793,9.877132640413857,13.546593062608135,12.192268547436097,Uttar Pradesh,Agra,884,Kharif,8.3,483.32889067749977,Maize
6.013994617571362,0.0925502726469604,13.851410162228598,170.59319130648902,1.2001901457156203,8.311828583228758,black,2.756381700221665,5.514266263272924,9.716517948327152,10.696752499726278,13.737392552368844,12.615159015563066,West Bengal,Durgapur,142,Kharif,8.9,447.0137386021541,Maize
5.847655023852712,0.2320940423232904,4.103493878297122,115.8592589810762,1.2651152574929632,3.792730343014554,red,1.705140365237952,5.044643500133437,8.502011836544062,9.335205935826632,12.209375574571457,10.888521299503797,Karnataka,Hubli,1003,Kharif,6.0,145.3694530087143,Wheat
5.095669545044047,0.1612549545987203,22.651053012420395,292.233964418681,0.9118735690556488,5.429689248318114,brown,0.3736640792534289,7.742078206937986,7.709916744634161,9.533332173317111,13.8660889645703,12.842846120780788,West Bengal,Kolkata,902,Rabi,6.7,162.29771179954082,Maize
5.313858910867092,0.231147641816748,7.191158815479715,401.4547748532052,2.4584747705417773,13.301559255937912,red,2.080288896312561,5.75975560597408,7.985106535818639,10.427086319300988,11.99750008713295,9.686493243333722,West Bengal,Kolkata,349,Kharif,7.7,338.5236597819336,Barley
5.642684553995419,0.1680053402599099,21.119589173089945,213.84859766428656,3.6688797742649912,12.13231751547128,black,2.282979785434218,5.440168454214983,8.927966597511865,9.485427611196377,12.234393812516572,11.072536579237097,Maharashtra,Nagpur,542,Kharif,7.6,362.5365088876202,Wheat
5.78618270210615,0.2470691382433892,1.6616354591128577,424.8704043466193,1.7357849229781828,8.958551218300709,brown,1.7202970539647855,5.491999999214005,8.531004152866071,9.347498746042946,12.168231726761038,10.96639743354473,Punjab,Ludhiana,1070,Zaid,8.6,125.3513463650248,Maize
5.267840084835866,0.3116559807521433,0.5965929460529728,425.7110063970941,2.017177593450895,11.987801163665411,reddish brown,0.8943559257090402,6.019093006916847,8.335909348544721,9.258823350114117,12.808836286915025,11.481374967554563,Punjab,Amritsar,1062,Zaid,6.7,472.39522304902704,Maize
6.609900141440879,0.1528573330373397,6.018194843211287,190.3228059368072,1.3917820192923085,6.055477627277065,brown,2.087483765567624,45.90428261413611,7.164701303471607,7.613425024700858,10.459506960029954,9.085706494848065,Punjab,Amritsar,1033,Kharif,6.1,145.75522789387935,Bean
5.943494995518942,0.2273317869430163,6.115887842698236,227.7544848799812,0.9797672477017714,11.409114444821164,Reddish brown,1.1617697338250184,6.139580350835856,7.668334698973365,7.738793650276349,10.977721728256755,9.721106586884282,Tamil Nadu,Coimbatore,491,Kharif,6.3,231.60601223629112,Barley
5.3254069175694765,0.2324883737870945,0.6458943306116045,63.625026925259945,2.063453849758278,11.592462154344371,brown,1.167119299623932,6.963035183118981,7.648963782219209,7.737247518979666,10.965573281954573,9.75030212647236,Tamil Nadu,Madurai,123,Kharif,9.1,477.6253856922042,Barley
5.291463059308973,0.2002563234098684,5.853446501538127,132.89341015555695,0.7038172614877158,15.809082719460582,red,1.3349520444555802,5.602558988207419,8.586705223205275,9.690390378275858,12.736877838395957,11.76598467803095,Rajasthan,Udaipur,654,Rabi,8.8,286.68530880721977,Maize
5.129544975174415,0.2122527992399626,4.5347316804051445,307.29871446719386,2.7516384090119863,19.737611498757875,red,2.7669454311620467,4.761278045790214,9.697957048550895,10.696462423704926,13.813490403949118,12.628444211128585,West Bengal,Kolkata,1015,Kharif,5.9,252.93857590936997,Maize
5.493426647579144,0.1025756517420908,3.74380264345036,275.37586390054565,1.3410858977172089,6.87374388241361,black,0.7500192783750808,5.263825024796483,8.039670793562914,8.483406017188765,12.608775984499108,11.00163971397763,Madhya Pradesh,Gwalior,1008,Kharif,8.4,321.0538637722768,Teff
7.086052290390386,0.1285962137062085,3.093540376051105,295.3051332231507,2.4027842185938164,5.7560562224707965,brown,0.8444549981305977,6.282398902235309,8.316775957287632,9.270807153209304,12.878579648449303,11.441347182230524,Punjab,Ludhiana,438,Kharif,6.6,496.6533279992007,Bean
5.266963942126928,0.1984794277832816,2.648688648325059,330.3958980153262,1.8266070605355536,16.009893852928762,red,0.8581968005911331,5.824671874135006,8.361441734859339,9.305549813052028,12.844574127080612,11.453946938583377,West Bengal,Durgapur,415,Rabi,8.6,366.5009968405595,Maize
5.642101396484712,0.2520749885809849,5.544292718685903,272.78843643503893,2.270101473565337,7.838332472758168,brown,0.9030209315224969,6.148947776291114,8.363097884563246,9.244646346517971,12.879115452692671,11.4574188358573,Punjab,Patiala,759,Zaid,8.1,251.47330754798432,Maize
6.046071804440676,0.170875864110718,5.334341807114682,300.5602926627608,1.8706230232143208,12.375297486302646,Black,0.901759071326561,6.157128536728751,8.33709945459261,9.284137661341632,12.827849247708322,11.44361700868723,Rajasthan,Jodhpur,1190,Kharif,5.7,211.13120044718733,Teff
5.17414751799418,0.223302672648137,5.2751858681229,301.7050174436976,2.628384238672276,13.05812601083652,red,0.4308598850981442,6.238845749744007,8.373962816219308,9.52696346143243,13.50222848235846,12.636549731635554,Tamil Nadu,Madurai,715,Rabi,8.7,65.21564639775883,Maize
6.525602122665709,0.1265303064101782,116.41276907701126,567.9046007195204,1.7037429099391224,5.857019623480671,brown,1.7525994663662512,6.345071097803805,7.917642938071594,8.439418539489045,11.392016717680422,10.144733642823187,West Bengal,Durgapur,1008,Zaid,8.1,488.0642043544895,Teff
5.749295502397573,0.2523417256807551,12.368311400520032,370.3602298718894,3.2273660778811117,24.32664763520492,black,2.0664482859704805,46.08984505796524,7.153968605506346,7.687746136731935,10.433918603718286,9.119603045048963,West Bengal,Kolkata,574,Kharif,7.6,403.3817265025058,Wheat
4.727461698024867,0.1845571530044533,0.7690484724239155,395.7655982723844,1.3324043014053049,15.116985384447592,red,0.8658062165627006,5.84226752045451,8.33629053363375,9.257189149524248,12.874197736777734,11.469337122832195,Karnataka,Mysore,1141,Rabi,7.8,498.0382796682455,Dagussa
5.075290893317282,0.2363017129872454,2.8765795593140413,335.73546156898493,1.1865114034676976,20.21738746388322,red,0.8817209003964842,5.81716230171264,8.344148702684533,9.301199949999814,12.792100609879451,11.418425508274307,Gujarat,Rajkot,87,Zaid,7.9,353.26989373240247,Dagussa
5.312685591294092,0.23056051046808,4.8947370627045,94.1018750335047,0.9299646598827046,7.964643506864604,brown,1.748134321407257,5.821702387027498,8.497804600293376,9.35334513904459,12.184614856042447,10.925674447538988,West Bengal,Durgapur,676,Zaid,9.2,90.86051652235474,Barley
6.508150050543124,0.1223287550334465,2.9905475333922635,257.51709073487274,1.1309537709416373,9.19749470847946,black,1.7673992519251454,6.579527191582936,7.963836565439064,8.381603679816099,11.373433778379528,10.191170608509603,Rajasthan,Udaipur,252,Rabi,7.4,399.0402386969359,Teff
5.279045534405074,0.0469895348374738,1.0894698541262908,124.51937969414352,1.2440979258108638,12.424181386736082,red,1.308822746107681,6.0416374605037015,8.590931720845411,9.670996547916213,12.765836612438656,11.745493393941368,Gujarat,Ahmedabad,570,Kharif,6.9,407.5436105786076,Teff
5.797475507841858,0.1913917959629481,3.9436123228339257,553.3605475601457,2.5697698650985483,10.994076554943572,red,2.31095925301176,5.523877194221631,8.912546426523859,9.50856511979424,12.279064748499206,11.103799484019442,Tamil Nadu,Madurai,384,Rabi,6.3,198.83486683997185,Maize
5.821639819338149,0.2505325322832153,2.215073434425239,101.98228539852516,1.1327804885121695,10.974589749882265,brown,2.2958862455976603,5.621887980180039,8.934605408595132,9.47900781224279,12.278355748608345,11.151748758608694,West Bengal,Kolkata,546,Rabi,8.3,411.1632376117815,Barley
5.411643980995279,0.2375681897590349,2.3479465442922893,460.3995516904245,1.5587740345183234,12.181553598237508,red,1.7294298715198295,5.373892513347676,8.486004784093858,9.32122542970253,12.18672936815317,10.94196877752066,Punjab,Ludhiana,1056,Zaid,9.4,173.2274090209972,Maize
6.029293326551075,0.098226301305666,0.8563819212770758,122.97826696496124,0.6813452508922723,12.72552100486058,red,1.7671708982520231,5.382118046404438,8.529518718803923,9.3792070054754,12.139083442709817,10.910347764605346,Maharashtra,Nagpur,593,Kharif,9.0,55.25942008102375,Teff
6.105445816230704,0.0885863882471977,5.082997890603839,348.98304113974746,1.326821496842734,7.7582482008176115,black,1.7353168404045738,5.818784742477487,7.960794925872582,8.383881747441484,11.414997001740833,10.1944260656123,Uttar Pradesh,Varanasi,130,Kharif,7.8,186.9188227849432,Teff
6.195336041950694,0.1140034991764754,3.2985901901879,362.0128851836509,0.7810244882887427,6.010597749150537,black,1.767661772301084,6.06846975093138,7.930865230697517,8.416944612981377,11.3834147697977,10.112308777245987,Maharashtra,Pune,279,Kharif,7.5,392.010980367033,Teff
6.307439754206588,0.108496931564961,8.18567338406848,228.04454243165677,1.5574340665822572,2.4747556506643678,brown,1.7446960554987394,5.12444439364712,8.512171616771418,9.337714254042655,12.163945914471476,10.89590855072406,Gujarat,Surat,336,Zaid,8.2,105.24743717060264,Teff
5.4197568152641935,0.1343525017298764,5.10207475217387,198.15346433650728,0.9461379924195508,14.949298371110752,brown,1.7245258271459607,5.885827209457342,8.53702599588068,9.332301046954829,12.165718953363845,10.881380240776531,Gujarat,Ahmedabad,757,Rabi,8.6,203.3658146996741,Potato
6.453322029740277,0.0836732342729506,3.045987534490206,363.3667493259701,1.6635634933716767,11.085081458421705,red,0.9341660913149066,5.548199865045645,7.5960318267779074,8.134792003243604,11.4574074610063,10.157164479782814,Punjab,Amritsar,885,Kharif,9.0,484.708412479458,Wheat
5.987163399750154,0.1390793731637323,1.68092269404737,330.31285092083925,2.0922189758891787,16.275189151201033,red,0.4394596136850167,6.588983987840413,8.39777298735727,9.551544345086969,13.503665415121798,12.669123254084708,Uttar Pradesh,Agra,404,Kharif,6.3,173.03558527598528,Sorghum
6.049385993002463,0.0794997888560507,15.906667580327422,1181.5367438796932,3.373112309040137,19.910277758742264,red,1.364028509415933,6.510318709145514,8.587288980202748,9.68189350166718,12.746869500565673,11.766661847972344,Uttar Pradesh,Agra,1080,Zaid,6.6,211.65512976521265,Maize
7.6000029776551745,0.0990377929605868,2.7007592482305487,432.2852654925523,1.2285741208490075,8.942603334098173,black,1.7736155490945793,6.059701984395734,7.925835528074382,8.425425582217336,11.381649452654363,10.120583143001229,Madhya Pradesh,Indore,1099,Zaid,5.5,275.85764360079867,Teff
4.897705747399392,0.2230552586056208,3.003351429670588,370.1721466922316,1.6079572708013572,15.962017131621035,red,2.309826267119045,5.3974605521678605,8.907009743489622,9.456417538359142,12.25699097588524,11.074320634760216,Rajasthan,Jaipur,396,Rabi,7.2,345.4159433343552,Niger seed
5.52626929846957,0.1616398435504346,6.981926987793461,259.3678758942691,1.0881038057959211,21.13944542869811,brown,0.9336317817106854,6.213774350041589,7.606676853088079,8.154088761949016,11.445640460186084,10.124637404928652,Punjab,Amritsar,1019,Kharif,7.4,132.0937537241394,Wheat
6.489692691162646,0.1189170853330894,11.206444653274644,207.42196066160568,1.74951739984375,6.130184305847678,black,1.963989397676274,4.7893432694318605,9.270945439649529,9.850627776784892,13.541199251886036,12.182908104535995,Tamil Nadu,Chennai,544,Kharif,8.4,304.1325823147867,Teff
5.941060739610087,0.0026324408947388,27.236964107798567,519.6915348473808,3.809143579670416,17.1597834089533,brown,0.9442091841918292,5.552945612291391,7.611829094248654,8.118588452991753,11.46956777987237,10.186496637040245,Tamil Nadu,Coimbatore,640,Rabi,8.0,326.4862897140162,Bean
5.126184589501464,0.179265930704931,1.1729795646498191,120.77586259059106,1.0011140305487225,10.940031760220403,Red,0.881670167170393,6.510121096673504,8.336928986490674,9.244129440217671,12.79867123508515,11.440586236755012,West Bengal,Howrah,989,Zaid,6.1,348.1028697920735,Maize
5.481925095739478,0.0916420670898089,-0.1083648920457291,171.88331224427975,0.4630957597919272,20.20624571684103,red,2.302560726613025,4.984402886702223,8.896537711903402,9.471923784133612,12.22615090769855,11.090759328002614,Maharashtra,Nashik,153,Kharif,10.0,415.88839129188005,Wheat
6.924362783181837,0.0914216459632499,9.79820206325387,496.6390052612031,1.1275475311162246,4.936005269406234,black,1.7326350575474057,6.410150894759668,7.9212756762395165,8.431916511973823,11.39470194038534,10.125694743494204,Uttar Pradesh,Varanasi,745,Rabi,8.4,362.8558222057113,Bean
5.358137485659607,0.1796032601707952,3.186658064281472,80.96160242134468,1.6120071937202365,18.49442816322401,red,1.955534437664442,4.933149017810512,9.260907851613052,9.870033841627407,13.565947594752872,12.121025157411456,West Bengal,Howrah,237,Kharif,9.9,257.75059510888866,Wheat
6.170579485375036,0.2299199961636894,62.60099645956818,336.5812563937364,1.256102877965685,13.445833569175406,red,1.200981679151098,6.936180496532161,7.646381468598198,7.81146740402926,10.944134884448829,9.754476686344669,Tamil Nadu,Chennai,772,Rabi,6.1,228.63279813157007,Wheat
5.306158136660202,0.2313615318089052,4.371830264752672,677.9625219295119,2.248659938234112,9.763461816377855,red,0.7712127813923224,5.100322727638947,7.988117220248498,8.531034341240918,12.598732998127804,10.960879704504675,Rajasthan,Jodhpur,1153,Kharif,9.3,258.7050247824576,Bean
5.424755217200841,0.1941591717590028,2.9130368549713914,384.864216593984,2.097336500762012,16.67417835475794,red,2.807543600436071,4.907489203961823,9.734125909080005,10.671553764844749,13.761124263934397,12.659503873452648,Maharashtra,Nashik,603,Rabi,9.5,182.8750772233256,Teff
6.265826426187513,0.142927180562422,7.555961803361811,273.7288503943036,1.8802117894188224,7.43405285296749,dark reddish brown,1.768507531439034,6.182049113455538,7.911768472775045,8.423677915247678,11.455322279499615,10.198517809464258,Tamil Nadu,Madurai,62,Kharif,8.2,232.4329768341627,Sorghum
4.828313013471751,0.1744233691412067,4.286877086154942,162.0900776837739,1.239357281117639,14.813468376079276,red,0.9038466868621524,6.307577780436247,8.327796404812291,9.261142929404048,12.830221791976602,11.424167032605707,West Bengal,Kolkata,286,Rabi,8.7,271.5437668419528,Maize
